vel: 3.43 (0.3280295144952561, 0.37735479011138295)
vel: 3.47 (0.32139380484326807, 0.38302222155948584)
vel: 3.53 (0.3146601955249224, 0.38857298072848323)
vel: 3.57 (0.307830737662826, 0.39400537680336356)
vel: 3.63 (0.30090751157602824, 0.3993177550236453)
vel: 3.67 (0.29389262614623135, 0.4045084971874786)
vel: 3.74 (0.28678821817551636, 0.40957602214449196)
vel: 3.77 (0.2795964517353724, 0.4145187862775259)
vel: 3.80 (0.27231951750751193, 0.419335283972714)
vel: 3.87 (0.2649596321166001, 0.42402404807820915)
vel: 3.90 (0.257519037455026, 0.42858365035105805)
vel: 3.97 (0.25, 0.4330127018922241)
vel: 4.03 (0.24240481012316195, 0.4373098535697011)
vel: 4.07 (0.23473578139294204, 0.44147379642946305)
vel: 4.13 (0.22699524986977337, 0.4455032620941779)
vel: 4.17 (0.21918557339454026, 0.4493970231495865)
vel: 4.23 (0.21130913087034742, 0.45315389351831925)
vel: 4.26 (0.2033683215378943, 0.4567727288213064)
vel: 4.33 (0.19536556424463924, 0.460252426726214)
vel: 4.37 (0.18730329670795243, 0.4635919272833888)
vel: 4.43 (0.17918397477265557, 0.4667902132486006)
vel: 4.46 (0.17101007166283466, 0.46984631039295266)
vel: 4.53 (0.16278407722857935, 0.47275928779966137)
vel: 4.56 (0.1545084971874786, 0.4755282581475768)
vel: 4.63 (0.14618585236136994, 0.478152377981516)
vel: 4.66 (0.13781867790849844, 0.48063084796915234)
vel: 4.73 (0.12940952255125637, 0.482962913144533)
vel: 4.76 (0.12096094779982991, 0.4851478631379962)
vel: 4.83 (0.11247552717193798, 0.4871850323926168)
vel: 4.86 (0.10395584540887626, 0.48907380036689574)
vel: 4.93 (0.09540449768827841, 0.49081359172383543)
vel: 4.96 (0.08682408883346682, 0.49240387650610273)
vel: 5.03 (0.07821723252011736, 0.4938441702975638)
vel: 5.06 (0.06958655048003948, 0.4951340343707784)
vel: 5.12 (0.06093467170256872, 0.4962730758206675)
vel: 5.16 (0.05226423163382776, 0.49726094768413986)
vel: 5.22 (0.04357787137382729, 0.498097349045878)
vel: 5.26 (0.0348782368720606, 0.49878202512991265)
vel: 5.32 (0.026167978121478086, 0.4993147673772853)
vel: 5.36 (0.017449748351253902, 0.49969541350954216)
vel: 5.42 (0.008726203218643036, 0.4999238475782022)
vel: 5.46 (0.0, 0.5)
vel: 5.52 (-0.008726203218643036, 0.4999238475782022)
vel: 5.56 (-0.017449748351253902, 0.49969541350954216)
vel: 5.62 (-0.026167978121478086, 0.4993147673772853)
vel: 5.66 (-0.0348782368720606, 0.49878202512991265)
vel: 5.72 (-0.04357787137382729, 0.498097349045878)
vel: 5.76 (-0.05226423163382776, 0.49726094768413986)
vel: 5.82 (-0.06093467170256872, 0.4962730758206675)
vel: 5.86 (-0.06958655048003948, 0.4951340343707784)
vel: 5.92 (-0.07821723252011736, 0.4938441702975638)
vel: 5.96 (-0.08682408883346682, 0.49240387650610273)
vel: 6.02 (-0.09540449768827841, 0.49081359172383543)
vel: 6.05 (-0.10395584540887626, 0.48907380036689574)
vel: 6.12 (-0.11247552717193798, 0.4871850323926168)
vel: 6.15 (-0.12096094779982991, 0.4851478631379962)
vel: 6.22 (-0.12940952255125637, 0.482962913144533)
vel: 6.25 (-0.13781867790849844, 0.48063084796916655)
vel: 6.32 (-0.14618585236136994, 0.478152377981516)
vel: 6.35 (-0.1545084971874786, 0.4755282581475768)
vel: 6.42 (-0.16278407722857935, 0.47275928779966137)
vel: 6.45 (-0.17101007166283466, 0.46984631039295266)
vel: 6.52 (-0.17918397477265557, 0.4667902132486006)
vel: 6.55 (-0.18730329670795243, 0.4635919272833888)
vel: 6.62 (-0.19536556424463924, 0.460252426726214)
vel: 6.68 (-0.2033683215378943, 0.4567727288213064)
vel: 6.72 (-0.21130913087034742, 0.45315389351831925)
vel: 6.78 (-0.21918557339454026, 0.4493970231495865)
vel: 6.82 (-0.22699524986977337, 0.4455032620941779)
vel: 6.88 (-0.23473578139294204, 0.44147379642946305)
vel: 6.92 (-0.24240481012316195, 0.4373098535697011)
vel: 6.98 (-0.25, 0.4330127018922241)
vel: 7.01 (-0.257519037455026, 0.42858365035105805)
vel: 7.08 (-0.2649596321166001, 0.42402404807820915)
vel: 7.11 (-0.27231951750751193, 0.419335283972714)
vel: 7.18 (-0.2795964517353724, 0.4145187862775259)
vel: 7.21 (-0.28678821817551636, 0.40957602214449196)
vel: 7.28 (-0.29389262614623135, 0.4045084971874786)
vel: 7.31 (-0.30090751157602824, 0.3993177550236453)
vel: 7.38 (-0.307830737662826, 0.39400537680336356)
vel: 7.41 (-0.3146601955249224, 0.38857298072848323)
vel: 7.48 (-0.32139380484326807, 0.38302222155948584)
vel: 7.51 (-0.3280295144952561, 0.37735479011138295)
vel: 7.58 (-0.33456530317943134, 0.37157241273870056)
vel: 7.61 (-0.34099918003124685, 0.3656768508095922)
vel: 7.68 (-0.34732918522949774, 0.35966990016932243)
vel: 7.71 (-0.3535533905932766, 0.3535533905932766)
vel: 7.78 (-0.35966990016932243, 0.34732918522949774)
vel: 7.81 (-0.3656768508095922, 0.34099918003124685)
vel: 7.88 (-0.37157241273870056, 0.33456530317943134)
vel: 7.91 (-0.37735479011138295, 0.3280295144952561)
vel: 7.98 (-0.38302222155948584, 0.32139380484326807)
vel: 8.01 (-0.38857298072848323, 0.3146601955249224)
vel: 8.07 (-0.39400537680336356, 0.307830737662826)
vel: 8.11 (-0.3993177550236453, 0.30090751157602824)
vel: 8.17 (-0.4045084971874786, 0.29389262614623135)
vel: 8.21 (-0.40957602214449196, 0.28678821817551636)
vel: 8.27 (-0.4145187862775259, 0.2795964517353724)
vel: 8.31 (-0.419335283972714, 0.27231951750751193)
vel: 8.37 (-0.42402404807820915, 0.2649596321166001)
vel: 8.41 (-0.42858365035105805, 0.257519037455026)
vel: 8.47 (-0.4330127018922241, 0.25)
vel: 8.51 (-0.4373098535697011, 0.24240481012316195)
vel: 8.57 (-0.44147379642946305, 0.23473578139294204)
vel: 8.61 (-0.4455032620941779, 0.22699524986977337)
vel: 8.67 (-0.4493970231495865, 0.21918557339454026)
vel: 8.71 (-0.45315389351831925, 0.21130913087034742)
vel: 8.77 (-0.4567727288213064, 0.2033683215378943)
vel: 8.80 (-0.460252426726214, 0.19536556424463924)
vel: 8.87 (-0.4635919272833888, 0.18730329670795243)
vel: 8.90 (-0.4667902132486006, 0.17918397477265557)
vel: 8.97 (-0.46984631039295266, 0.17101007166283466)
vel: 9.00 (-0.47275928779966137, 0.16278407722857935)
vel: 9.07 (-0.4755282581475768, 0.1545084971874786)
vel: 9.10 (-0.478152377981516, 0.14618585236136994)
vel: 9.17 (-0.48063084796916655, 0.13781867790849844)
vel: 9.20 (-0.482962913144533, 0.12940952255125637)
vel: 9.27 (-0.4851478631379962, 0.12096094779982991)
vel: 9.30 (-0.4871850323926168, 0.11247552717193798)
vel: 9.37 (-0.48907380036689574, 0.10395584540887626)
vel: 9.40 (-0.49081359172383543, 0.09540449768827841)
vel: 9.47 (-0.49240387650610273, 0.08682408883346682)
vel: 9.53 (-0.4938441702975709, 0.07821723252011736)
vel: 9.57 (-0.4951340343707855, 0.06958655048003948)
vel: 9.63 (-0.4962730758206604, 0.06093467170256872)
vel: 9.67 (-0.49726094768413986, 0.05226423163382776)
vel: 9.73 (-0.4980973490458709, 0.04357787137382729)
vel: 9.77 (-0.49878202512991265, 0.0348782368720606)
vel: 9.83 (-0.4993147673772853, 0.026167978121478086)
vel: 9.87 (-0.49969541350954927, 0.017449748351253902)
vel: 9.93 (-0.4999238475781951, 0.008726203218643036)
vel: 9.96 (-0.5, 0.0)
vel: 10.03 (-0.4999238475781951, -0.008726203218643036)
vel: 10.06 (-0.49969541350954927, -0.017449748351253902)
vel: 10.13 (-0.4993147673772853, -0.026167978121478086)
vel: 10.16 (-0.49878202512991265, -0.0348782368720606)
vel: 10.23 (-0.4980973490458709, -0.04357787137382729)
vel: 10.27 (-0.49726094768413986, -0.05226423163382776)
vel: 10.33 (-0.4962730758206604, -0.06093467170256872)
vel: 10.37 (-0.4951340343707855, -0.06958655048003948)
vel: 10.43 (-0.4938441702975709, -0.07821723252011736)
vel: 10.46 (-0.49240387650610273, -0.08682408883346682)
vel: 10.53 (-0.49081359172383543, -0.09540449768827841)
vel: 10.56 (-0.48907380036690284, -0.10395584540887626)
vel: 10.63 (-0.4871850323926168, -0.11247552717193798)
vel: 10.66 (-0.4851478631379962, -0.12096094779982991)
vel: 10.73 (-0.482962913144533, -0.12940952255125637)
vel: 10.76 (-0.48063084796915945, -0.13781867790849844)
vel: 10.83 (-0.478152377981516, -0.14618585236136994)
vel: 10.86 (-0.4755282581475768, -0.1545084971874786)
vel: 10.93 (-0.47275928779966137, -0.16278407722857935)
vel: 10.96 (-0.46984631039295266, -0.17101007166283466)
vel: 11.03 (-0.4667902132486006, -0.17918397477265557)
vel: 11.06 (-0.46359192728339593, -0.18730329670795243)
vel: 11.13 (-0.46025242672622113, -0.19536556424463924)
vel: 11.16 (-0.45677272882129927, -0.2033683215378943)
vel: 11.23 (-0.45315389351832636, -0.21130913087034742)
vel: 11.26 (-0.4493970231495865, -0.21918557339454026)
vel: 11.32 (-0.445503262094185, -0.22699524986977337)
vel: 11.36 (-0.44147379642946305, -0.23473578139294204)
vel: 11.43 (-0.4373098535697011, -0.24240481012316195)
vel: 11.46 (-0.43301270189221697, -0.25)
vel: 11.53 (-0.42858365035105805, -0.257519037455026)
vel: 11.56 (-0.42402404807821625, -0.2649596321166001)
vel: 11.62 (-0.419335283972714, -0.27231951750751193)
vel: 11.66 (-0.4145187862775188, -0.2795964517353724)
vel: 11.72 (-0.40957602214449906, -0.28678821817551636)
vel: 11.76 (-0.4045084971874715, -0.29389262614623135)
vel: 11.82 (-0.3993177550236453, -0.30090751157602824)
vel: 11.86 (-0.39400537680336356, -0.307830737662826)
vel: 11.92 (-0.38857298072848323, -0.3146601955249224)
vel: 11.96 (-0.38302222155948584, -0.32139380484326807)
vel: 12.02 (-0.37735479011138295, -0.3280295144952561)
vel: 12.05 (-0.37157241273870056, -0.33456530317943134)
vel: 12.12 (-0.3656768508095851, -0.34099918003124685)
vel: 12.15 (-0.35966990016932243, -0.34732918522949774)
vel: 12.22 (-0.3535533905932766, -0.3535533905932766)
vel: 12.25 (-0.34732918522949774, -0.35966990016932243)
vel: 12.32 (-0.34099918003124685, -0.3656768508095922)
vel: 12.35 (-0.33456530317943134, -0.37157241273870056)
vel: 12.42 (-0.3280295144952561, -0.37735479011138295)
vel: 12.45 (-0.32139380484326807, -0.38302222155948584)
vel: 12.52 (-0.3146601955249224, -0.38857298072848323)
vel: 12.55 (-0.307830737662826, -0.39400537680336356)
vel: 12.62 (-0.30090751157602114, -0.3993177550236453)
vel: 12.65 (-0.29389262614623846, -0.4045084971874786)
vel: 12.72 (-0.28678821817552347, -0.40957602214449196)
vel: 12.78 (-0.2795964517353724, -0.4145187862775259)
vel: 12.82 (-0.27231951750751193, -0.419335283972714)
vel: 12.88 (-0.2649596321166001, -0.42402404807820915)
vel: 12.92 (-0.257519037455026, -0.42858365035105805)
vel: 12.98 (-0.25, -0.4330127018922241)
vel: 13.02 (-0.24240481012316906, -0.4373098535697011)
vel: 13.08 (-0.23473578139294204, -0.44147379642946305)
vel: 13.11 (-0.22699524986977337, -0.4455032620941779)
vel: 13.18 (-0.21918557339454026, -0.4493970231495865)
vel: 13.21 (-0.21130913087034742, -0.45315389351831925)
vel: 13.28 (-0.2033683215379014, -0.4567727288213064)
vel: 13.31 (-0.19536556424463924, -0.460252426726214)
vel: 13.38 (-0.18730329670795953, -0.4635919272833888)
vel: 13.41 (-0.17918397477264847, -0.4667902132486006)
vel: 13.48 (-0.17101007166283466, -0.46984631039295266)
vel: 13.51 (-0.16278407722857935, -0.47275928779966137)
vel: 13.58 (-0.1545084971874715, -0.4755282581475768)
vel: 13.61 (-0.14618585236136994, -0.478152377981516)
vel: 13.68 (-0.13781867790849844, -0.48063084796916655)
vel: 13.71 (-0.12940952255126348, -0.482962913144533)
vel: 13.78 (-0.12096094779983346, -0.4851478631379962)
vel: 13.81 (-0.11247552717193088, -0.4871850323926168)
vel: 13.88 (-0.10395584540887981, -0.48907380036689574)
vel: 13.91 (-0.0954044976882713, -0.49081359172383543)
vel: 13.97 (-0.08682408883346682, -0.49240387650610273)
vel: 14.01 (-0.07821723252011381, -0.4938441702975638)
vel: 14.07 (-0.06958655048003237, -0.4951340343707784)
vel: 14.11 (-0.060934671702572274, -0.4962730758206675)
vel: 14.18 (-0.05226423163382776, -0.49726094768413986)
vel: 14.21 (-0.043577871373830845, -0.498097349045878)
vel: 14.27 (-0.03487823687206415, -0.49878202512991265)
vel: 14.31 (-0.02616797812147098, -0.4993147673772853)
vel: 14.37 (-0.01744974835125035, -0.49969541350954216)
vel: 14.41 (-0.008726203218643036, -0.4999238475782022)
vel: 14.47 (0.0, -0.5)
vel: 14.51 (0.008726203218643036, -0.4999238475782022)
vel: 14.57 (0.01744974835125035, -0.49969541350954216)
vel: 14.61 (0.02616797812147098, -0.4993147673772853)
vel: 14.67 (0.03487823687206415, -0.49878202512991265)
vel: 14.71 (0.04357787137382729, -0.498097349045878)
vel: 14.77 (0.05226423163382776, -0.49726094768413986)
vel: 14.81 (0.060934671702572274, -0.4962730758206675)
vel: 14.87 (0.06958655048003237, -0.4951340343707784)
vel: 14.90 (0.07821723252011381, -0.4938441702975638)
vel: 14.97 (0.08682408883346326, -0.49240387650610273)
vel: 15.00 (0.0954044976882713, -0.49081359172383543)
vel: 15.07 (0.10395584540887981, -0.48907380036689574)
vel: 15.10 (0.11247552717193088, -0.4871850323926168)
vel: 15.17 (0.12096094779983346, -0.4851478631379962)
vel: 15.20 (0.12940952255126348, -0.482962913144533)
vel: 15.27 (0.13781867790849844, -0.48063084796915234)
vel: 15.30 (0.14618585236136994, -0.478152377981516)
vel: 15.37 (0.1545084971874715, -0.4755282581475768)
vel: 15.40 (0.16278407722857935, -0.47275928779966137)
vel: 15.47 (0.17101007166283466, -0.46984631039295266)
vel: 15.50 (0.17918397477264847, -0.4667902132486006)
vel: 15.57 (0.18730329670795243, -0.4635919272833888)
vel: 15.63 (0.19536556424463924, -0.460252426726214)
vel: 15.67 (0.2033683215379014, -0.4567727288213064)
vel: 15.73 (0.21130913087034742, -0.45315389351831925)
vel: 15.77 (0.21918557339454026, -0.4493970231495865)
vel: 15.80 (0.22699524986977337, -0.4455032620941779)
vel: 15.87 (0.23473578139294204, -0.44147379642946305)
vel: 15.93 (0.24240481012316906, -0.4373098535697011)
vel: 15.97 (0.25, -0.4330127018922241)
vel: 16.03 (0.257519037455026, -0.42858365035105805)
vel: 16.07 (0.2649596321166001, -0.42402404807820915)
vel: 16.13 (0.27231951750751193, -0.419335283972714)
vel: 16.16 (0.2795964517353724, -0.4145187862775259)
vel: 16.23 (0.28678821817552347, -0.40957602214449196)
vel: 16.26 (0.29389262614623846, -0.4045084971874786)
vel: 16.33 (0.30090751157602114, -0.3993177550236453)
vel: 16.36 (0.307830737662826, -0.39400537680336356)
vel: 16.43 (0.3146601955249153, -0.38857298072848323)
vel: 16.46 (0.32139380484326807, -0.38302222155948584)
vel: 16.53 (0.3280295144952561, -0.37735479011138295)
vel: 16.56 (0.33456530317943134, -0.37157241273870056)
vel: 16.63 (0.34099918003124685, -0.3656768508095922)
vel: 16.66 (0.34732918522949774, -0.35966990016932243)
vel: 16.73 (0.3535533905932766, -0.3535533905932766)
vel: 16.76 (0.35966990016932243, -0.34732918522949774)
vel: 16.83 (0.3656768508095851, -0.34099918003124685)
vel: 16.86 (0.37157241273870056, -0.33456530317943134)
vel: 16.93 (0.37735479011138295, -0.3280295144952561)
vel: 16.96 (0.38302222155948584, -0.32139380484326807)
vel: 17.02 (0.38857298072848323, -0.3146601955249224)
vel: 17.06 (0.39400537680336356, -0.307830737662826)
vel: 17.12 (0.3993177550236453, -0.30090751157602824)
vel: 17.16 (0.4045084971874715, -0.29389262614623135)
vel: 17.22 (0.40957602214449906, -0.28678821817551636)
vel: 17.26 (0.4145187862775188, -0.2795964517353724)
vel: 17.32 (0.419335283972714, -0.27231951750751193)
vel: 17.36 (0.42402404807821625, -0.2649596321166001)
vel: 17.42 (0.42858365035105805, -0.257519037455026)
vel: 17.46 (0.43301270189221697, -0.25)
vel: 17.52 (0.4373098535697011, -0.24240481012316906)
vel: 17.56 (0.44147379642946305, -0.23473578139294204)
vel: 17.62 (0.445503262094185, -0.22699524986977337)
vel: 17.66 (0.4493970231495865, -0.21918557339454026)
vel: 17.72 (0.45315389351832636, -0.21130913087034742)
vel: 17.75 (0.45677272882129927, -0.2033683215379014)
vel: 17.82 (0.46025242672622113, -0.19536556424463924)
vel: 17.85 (0.46359192728339593, -0.18730329670795953)
vel: 17.92 (0.4667902132486006, -0.17918397477264847)
vel: 17.95 (0.46984631039295266, -0.17101007166283466)
vel: 18.02 (0.47275928779966137, -0.16278407722857935)
vel: 18.05 (0.4755282581475768, -0.1545084971874715)
vel: 18.12 (0.478152377981516, -0.14618585236136994)
vel: 18.15 (0.48063084796915945, -0.13781867790849844)
vel: 18.22 (0.482962913144533, -0.12940952255126348)
vel: 18.28 (0.4851478631379962, -0.12096094779983702)
vel: 18.32 (0.4871850323926168, -0.11247552717193088)
vel: 18.35 (0.48907380036690284, -0.10395584540888336)
vel: 18.42 (0.49081359172383543, -0.0954044976882713)
vel: 18.45 (0.49240387650610273, -0.08682408883346682)
vel: 18.52 (0.4938441702975709, -0.07821723252011736)
vel: 18.58 (0.4951340343707855, -0.06958655048003237)
vel: 18.62 (0.4962730758206604, -0.06093467170257583)
vel: 18.68 (0.49726094768413986, -0.05226423163382776)
vel: 18.71 (0.4980973490458709, -0.04357787137382729)
vel: 18.78 (0.49878202512991265, -0.0348782368720606)
vel: 18.82 (0.4993147673772853, -0.02616797812147098)
vel: 18.88 (0.49969541350954927, -0.017449748351253902)
vel: 18.91 (0.4999238475781951, -0.008726203218643036)
vel: 18.98 (0.5, 0.0)
vel: 19.01 (0.4999238475781951, 0.008726203218643036)
vel: 19.08 (0.49969541350954927, 0.017449748351253902)
